,car_model,year_of_manufacture,price,fuel,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1
618,ertiga,2015,8656.72,Petrol,598.0,578.0,558.0,538.0,518.0,498.0,478.0,458.0,438.0,418.0,398.0,,,,
619,ciaz,2017,11567.16,Petrol,599.0,579.0,559.0,539.0,519.0,499.0,479.0,459.0,439.0,419.0,399.0,,,,
620,fortuner,2012,22238.81,Diesel,600.0,580.0,560.0,540.0,520.0,500.0,480.0,460.0,440.0,420.0,400.0,,,,
621,fortuner,2015,34328.36,Diesel,601.0,581.0,561.0,541.0,521.0,501.0,481.0,461.0,441.0,421.0,401.0,,,,
622,innova,2017,26865.67,Diesel,602.0,582.0,562.0,542.0,522.0,502.0,482.0,462.0,442.0,422.0,402.0,,,,
623,fortuner,2013,23880.6,Diesel,603.0,583.0,563.0,543.0,523.0,503.0,483.0,463.0,443.0,423.0,403.0,,,,
624,innova,2005,4104.48,Petrol,604.0,584.0,564.0,544.0,524.0,504.0,484.0,464.0,444.0,424.0,404.0,,,,
625,corolla altis,2009,5373.13,Petrol,605.0,585.0,565.0,545.0,525.0,505.0,485.0,465.0,445.0,425.0,405.0,,,,
626,etios cross,2015,6716.42,Petrol,606.0,586.0,566.0,546.0,526.0,506.0,486.0,466.0,446.0,426.0,406.0,,,,
627,corolla altis,2010,7089.55,Petrol,607.0,587.0,567.0,547.0,527.0,507.0,487.0,467.0,447.0,427.0,407.0,,,,
628,etios g,2014,6119.4,Petrol,608.0,588.0,568.0,548.0,528.0,508.0,488.0,468.0,448.0,428.0,408.0,,,,
629,fortuner,2014,29835.82,Diesel,609.0,589.0,569.0,549.0,529.0,509.0,489.0,469.0,449.0,429.0,409.0,,,,
630,ritz,2012,4626.87,Diesel,610.0,590.0,570.0,550.0,530.0,510.0,490.0,470.0,450.0,430.0,410.0,,,,
631,ritz,2011,3507.46,Petrol,611.0,591.0,571.0,551.0,531.0,511.0,491.0,471.0,451.0,431.0,411.0,,,,
632,swift,2014,7388.06,Diesel,612.0,592.0,572.0,552.0,532.0,512.0,492.0,472.0,452.0,432.0,412.0,,,,
633,ertiga,2014,8955.22,Diesel,613.0,593.0,573.0,553.0,533.0,513.0,493.0,473.0,453.0,433.0,413.0,,,,
634,dzire,2014,8208.96,Diesel,614.0,594.0,574.0,554.0,534.0,514.0,494.0,474.0,454.0,434.0,414.0,,,,
635,sx4,2011,4402.99,CNG,615.0,595.0,575.0,555.0,535.0,515.0,495.0,475.0,455.0,435.0,415.0,,,,
636,dzire,2015,6940.3,Petrol,616.0,596.0,576.0,556.0,536.0,516.0,496.0,476.0,456.0,436.0,416.0,,,,
637,800,2003,522.39,Petrol,617.0,597.0,577.0,557.0,537.0,517.0,497.0,477.0,457.0,437.0,417.0,,,,
638,alto k10,2016,4477.61,Petrol,618.0,598.0,578.0,558.0,538.0,518.0,498.0,478.0,458.0,438.0,418.0,,,,
639,sx4,2003,3358.21,Petrol,619.0,599.0,579.0,559.0,539.0,519.0,499.0,479.0,459.0,439.0,419.0,,,,
640,corolla altis,2013,10373.13,Petrol,620.0,600.0,580.0,560.0,540.0,520.0,500.0,480.0,460.0,440.0,420.0,,,,
641,etios cross,2015,6716.42,Petrol,621.0,601.0,581.0,561.0,541.0,521.0,501.0,481.0,461.0,441.0,421.0,,,,
642,fortuner,2014,27985.07,Diesel,622.0,602.0,582.0,562.0,542.0,522.0,502.0,482.0,462.0,442.0,422.0,,,,
643,fortuner,2015,35074.63,Diesel,623.0,603.0,583.0,563.0,543.0,523.0,503.0,483.0,463.0,443.0,423.0,,,,
644,fortuner,2017,49253.73,Diesel,624.0,604.0,584.0,564.0,544.0,524.0,504.0,484.0,464.0,444.0,424.0,,,,
645,etios liva,2014,7089.55,Diesel,625.0,605.0,585.0,565.0,545.0,525.0,505.0,485.0,465.0,445.0,425.0,,,,
646,innova,2017,29477.61,Petrol,626.0,606.0,586.0,566.0,546.0,526.0,506.0,486.0,466.0,446.0,426.0,,,,
647,fortuner,2010,13805.97,Diesel,627.0,607.0,587.0,567.0,547.0,527.0,507.0,487.0,467.0,447.0,427.0,,,,
648,corolla altis,2011,6492.54,Petrol,628.0,608.0,588.0,568.0,548.0,528.0,508.0,488.0,468.0,448.0,428.0,,,,
649,corolla altis,2016,21268.66,Petrol,629.0,609.0,589.0,569.0,549.0,529.0,509.0,489.0,469.0,449.0,429.0,,,,
650,etios liva,2014,5895.52,Diesel,630.0,610.0,590.0,570.0,550.0,530.0,510.0,490.0,470.0,450.0,430.0,,,,
651,corolla altis,2011,6716.42,Diesel,631.0,611.0,591.0,571.0,551.0,531.0,511.0,491.0,471.0,451.0,431.0,,,,
652,corolla altis,2013,11119.4,Petrol,632.0,612.0,592.0,572.0,552.0,532.0,512.0,492.0,472.0,452.0,432.0,,,,
653,etios liva,2011,3955.22,Petrol,633.0,613.0,593.0,573.0,553.0,533.0,513.0,493.0,473.0,453.0,433.0,,,,
654,etios cross,2014,7313.43,Diesel,634.0,614.0,594.0,574.0,554.0,534.0,514.0,494.0,474.0,454.0,434.0,,,,
655,etios g,2015,5895.52,Petrol,635.0,615.0,595.0,575.0,555.0,535.0,515.0,495.0,475.0,455.0,435.0,,,,
656,corolla altis,2013,8208.96,Petrol,636.0,616.0,596.0,576.0,556.0,536.0,516.0,496.0,476.0,456.0,436.0,,,,
657,corolla,2004,2238.81,Petrol,637.0,617.0,597.0,577.0,557.0,537.0,517.0,497.0,477.0,457.0,437.0,,,,
658,corolla altis,2010,7835.82,Petrol,638.0,618.0,598.0,578.0,558.0,538.0,518.0,498.0,478.0,458.0,438.0,,,,
659,fortuner,2012,21641.79,Diesel,639.0,619.0,599.0,579.0,559.0,539.0,519.0,499.0,479.0,459.0,439.0,,,,
660,corolla altis,2016,21985.07,Diesel,640.0,620.0,600.0,580.0,560.0,540.0,520.0,500.0,480.0,460.0,440.0,,,,
661,etios gd,2015,7089.55,Diesel,641.0,621.0,601.0,581.0,561.0,541.0,521.0,501.0,481.0,461.0,441.0,,,,
662,innova,2017,34328.36,Diesel,642.0,622.0,602.0,582.0,562.0,542.0,522.0,502.0,482.0,462.0,442.0,,,,
663,innova,2015,18656.72,Diesel,643.0,623.0,603.0,583.0,563.0,543.0,523.0,503.0,483.0,463.0,443.0,,,,
664,innova,2005,5208.96,Diesel,644.0,624.0,604.0,584.0,564.0,544.0,524.0,504.0,484.0,464.0,444.0,,,,
665,camry,2006,3731.34,Petrol,645.0,625.0,605.0,585.0,565.0,545.0,525.0,505.0,485.0,465.0,445.0,,,,
666,land cruiser,2010,52238.81,Diesel,646.0,626.0,606.0,586.0,566.0,546.0,526.0,506.0,486.0,466.0,446.0,,,,
667,corolla altis,2012,8805.97,Petrol,647.0,627.0,607.0,587.0,567.0,547.0,527.0,507.0,487.0,467.0,447.0,,,,
668,etios liva,2013,5149.25,Petrol,648.0,628.0,608.0,588.0,568.0,548.0,528.0,508.0,488.0,468.0,448.0,,,,
669,etios g,2014,7089.55,Petrol,649.0,629.0,609.0,589.0,569.0,549.0,529.0,509.0,489.0,469.0,449.0,,,,
670,alto 800,2017,4253.73,Petrol,650.0,630.0,610.0,590.0,570.0,550.0,530.0,510.0,490.0,470.0,,,,,
671,ciaz,2015,10223.88,Diesel,651.0,631.0,611.0,591.0,571.0,551.0,531.0,511.0,491.0,471.0,,,,,
672,ciaz,2015,11194.03,Petrol,652.0,632.0,612.0,592.0,572.0,552.0,532.0,512.0,492.0,472.0,,,,,
673,ertiga,2015,9104.48,Petrol,653.0,633.0,613.0,593.0,573.0,553.0,533.0,513.0,493.0,473.0,,,,,
674,dzire,2009,3358.21,Petrol,654.0,634.0,614.0,594.0,574.0,554.0,534.0,514.0,494.0,474.0,,,,,
675,ertiga,2016,11567.16,Diesel,655.0,635.0,615.0,595.0,575.0,555.0,535.0,515.0,495.0,475.0,,,,,
676,ertiga,2015,10820.9,Diesel,656.0,636.0,616.0,596.0,576.0,556.0,536.0,516.0,496.0,476.0,,,,,
677,ertiga,2016,11567.16,Diesel,657.0,637.0,617.0,597.0,577.0,557.0,537.0,517.0,497.0,477.0,,,,,
678,wagon r,2015,4850.75,CNG,658.0,638.0,618.0,598.0,578.0,558.0,538.0,518.0,498.0,478.0,,,,,
679,sx4,2010,3955.22,Petrol,659.0,639.0,619.0,599.0,579.0,559.0,539.0,519.0,499.0,479.0,,,,,
680,baleno,2016,8731.34,Petrol,660.0,640.0,620.0,600.0,580.0,560.0,540.0,520.0,500.0,480.0,,,,,
681,alto k10,2014,3805.97,Petrol,661.0,641.0,621.0,601.0,581.0,561.0,541.0,521.0,501.0,481.0,,,,,
682,sx4,2008,2910.45,Petrol,662.0,642.0,622.0,602.0,582.0,562.0,542.0,522.0,502.0,482.0,,,,,
683,dzire,2014,8208.96,Diesel,663.0,643.0,623.0,603.0,583.0,563.0,543.0,523.0,503.0,483.0,,,,,
684,omni,2012,1865.67,Petrol,664.0,644.0,624.0,604.0,584.0,564.0,544.0,524.0,504.0,484.0,,,,,
685,ciaz,2014,11194.03,Petrol,665.0,645.0,625.0,605.0,585.0,565.0,545.0,525.0,505.0,485.0,,,,,
686,ritz,2013,3955.22,Petrol,666.0,646.0,626.0,606.0,586.0,566.0,546.0,526.0,506.0,486.0,,,,,
687,wagon r,2006,1567.16,Petrol,667.0,647.0,627.0,607.0,587.0,567.0,547.0,527.0,507.0,487.0,,,,,
688,ertiga,2015,8656.72,Petrol,668.0,648.0,628.0,608.0,588.0,568.0,548.0,528.0,508.0,488.0,,,,,
689,ciaz,2017,11567.16,Petrol,669.0,649.0,629.0,609.0,589.0,569.0,549.0,529.0,509.0,489.0,,,,,
690,fortuner,2012,22238.81,Diesel,670.0,650.0,630.0,610.0,590.0,570.0,550.0,530.0,510.0,490.0,,,,,
691,fortuner,2015,34328.36,Diesel,671.0,651.0,631.0,611.0,591.0,571.0,551.0,531.0,511.0,491.0,,,,,
692,innova,2017,26865.67,Diesel,672.0,652.0,632.0,612.0,592.0,572.0,552.0,532.0,512.0,492.0,,,,,
693,fortuner,2013,23880.6,Diesel,673.0,653.0,633.0,613.0,593.0,573.0,553.0,533.0,513.0,493.0,,,,,
694,innova,2005,4104.48,Petrol,674.0,654.0,634.0,614.0,594.0,574.0,554.0,534.0,514.0,494.0,,,,,
695,corolla altis,2009,5373.13,Petrol,675.0,655.0,635.0,615.0,595.0,575.0,555.0,535.0,515.0,495.0,,,,,
696,etios cross,2015,6716.42,Petrol,676.0,656.0,636.0,616.0,596.0,576.0,556.0,536.0,516.0,496.0,,,,,
697,corolla altis,2010,7089.55,Petrol,677.0,657.0,637.0,617.0,597.0,577.0,557.0,537.0,517.0,497.0,,,,,
698,etios g,2014,6119.4,Petrol,678.0,658.0,638.0,618.0,598.0,578.0,558.0,538.0,518.0,498.0,,,,,
699,fortuner,2014,29835.82,Diesel,679.0,659.0,639.0,619.0,599.0,579.0,559.0,539.0,519.0,499.0,,,,,
700,ritz,2012,4626.87,Diesel,680.0,660.0,640.0,620.0,600.0,580.0,560.0,540.0,520.0,500.0,,,,,
701,ritz,2011,3507.46,Petrol,681.0,661.0,641.0,621.0,601.0,581.0,561.0,541.0,521.0,501.0,,,,,
702,swift,2014,7388.06,Diesel,682.0,662.0,642.0,622.0,602.0,582.0,562.0,542.0,522.0,502.0,,,,,
703,ertiga,2014,8955.22,Diesel,683.0,663.0,643.0,623.0,603.0,583.0,563.0,543.0,523.0,503.0,,,,,
704,dzire,2014,8208.96,Diesel,684.0,664.0,644.0,624.0,604.0,584.0,564.0,544.0,524.0,504.0,,,,,
705,sx4,2011,4402.99,CNG,685.0,665.0,645.0,625.0,605.0,585.0,565.0,545.0,525.0,505.0,,,,,
706,dzire,2015,6940.3,Petrol,686.0,666.0,646.0,626.0,606.0,586.0,566.0,546.0,526.0,506.0,,,,,
707,800,2003,522.39,Petrol,687.0,667.0,647.0,627.0,607.0,587.0,567.0,547.0,527.0,507.0,,,,,
708,alto k10,2016,4477.61,Petrol,688.0,668.0,648.0,628.0,608.0,588.0,568.0,548.0,528.0,508.0,,,,,
709,sx4,2003,3358.21,Petrol,689.0,669.0,649.0,629.0,609.0,589.0,569.0,549.0,529.0,509.0,,,,,
710,corolla altis,2013,10373.13,Petrol,690.0,670.0,650.0,630.0,610.0,590.0,570.0,550.0,530.0,510.0,,,,,
711,etios cross,2015,6716.42,Petrol,691.0,671.0,651.0,631.0,611.0,591.0,571.0,551.0,531.0,511.0,,,,,
712,fortuner,2014,27985.07,Diesel,692.0,672.0,652.0,632.0,612.0,592.0,572.0,552.0,532.0,512.0,,,,,
713,fortuner,2015,35074.63,Diesel,693.0,673.0,653.0,633.0,613.0,593.0,573.0,553.0,533.0,513.0,,,,,
714,fortuner,2017,49253.73,Diesel,694.0,674.0,654.0,634.0,614.0,594.0,574.0,554.0,534.0,514.0,,,,,
715,etios liva,2014,7089.55,Diesel,695.0,675.0,655.0,635.0,615.0,595.0,575.0,555.0,535.0,515.0,,,,,
716,innova,2017,29477.61,Petrol,696.0,676.0,656.0,636.0,616.0,596.0,576.0,556.0,536.0,516.0,,,,,
717,fortuner,2010,13805.97,Diesel,697.0,677.0,657.0,637.0,617.0,597.0,577.0,557.0,537.0,517.0,,,,,
718,corolla altis,2011,6492.54,Petrol,698.0,678.0,658.0,638.0,618.0,598.0,578.0,558.0,538.0,518.0,,,,,
719,corolla altis,2016,21268.66,Petrol,699.0,679.0,659.0,639.0,619.0,599.0,579.0,559.0,539.0,519.0,,,,,
720,etios liva,2014,5895.52,Diesel,700.0,680.0,660.0,640.0,620.0,600.0,580.0,560.0,540.0,520.0,,,,,
721,corolla altis,2011,6716.42,Diesel,701.0,681.0,661.0,641.0,621.0,601.0,581.0,561.0,541.0,521.0,,,,,
722,corolla altis,2013,11119.4,Petrol,702.0,682.0,662.0,642.0,622.0,602.0,582.0,562.0,542.0,522.0,,,,,
723,etios liva,2011,3955.22,Petrol,703.0,683.0,663.0,643.0,623.0,603.0,583.0,563.0,543.0,523.0,,,,,
724,etios cross,2014,7313.43,Diesel,704.0,684.0,664.0,644.0,624.0,604.0,584.0,564.0,544.0,524.0,,,,,
725,etios g,2015,5895.52,Petrol,705.0,685.0,665.0,645.0,625.0,605.0,585.0,565.0,545.0,525.0,,,,,
726,corolla altis,2013,8208.96,Petrol,706.0,686.0,666.0,646.0,626.0,606.0,586.0,566.0,546.0,526.0,,,,,
727,corolla,2004,2238.81,Petrol,707.0,687.0,667.0,647.0,627.0,607.0,587.0,567.0,547.0,527.0,,,,,
728,corolla altis,2010,7835.82,Petrol,708.0,688.0,668.0,648.0,628.0,608.0,588.0,568.0,548.0,528.0,,,,,
729,fortuner,2012,21641.79,Diesel,709.0,689.0,669.0,649.0,629.0,609.0,589.0,569.0,549.0,529.0,,,,,
730,corolla altis,2016,21985.07,Diesel,710.0,690.0,670.0,650.0,630.0,610.0,590.0,570.0,550.0,530.0,,,,,
731,etios gd,2015,7089.55,Diesel,711.0,691.0,671.0,651.0,631.0,611.0,591.0,571.0,551.0,531.0,,,,,
732,innova,2017,34328.36,Diesel,712.0,692.0,672.0,652.0,632.0,612.0,592.0,572.0,552.0,532.0,,,,,
733,innova,2015,18656.72,Diesel,713.0,693.0,673.0,653.0,633.0,613.0,593.0,573.0,553.0,533.0,,,,,
734,innova,2005,5208.96,Diesel,714.0,694.0,674.0,654.0,634.0,614.0,594.0,574.0,554.0,534.0,,,,,
735,camry,2006,3731.34,Petrol,715.0,695.0,675.0,655.0,635.0,615.0,595.0,575.0,555.0,535.0,,,,,
736,land cruiser,2010,52238.81,Diesel,716.0,696.0,676.0,656.0,636.0,616.0,596.0,576.0,556.0,536.0,,,,,
737,corolla altis,2012,8805.97,Petrol,717.0,697.0,677.0,657.0,637.0,617.0,597.0,577.0,557.0,537.0,,,,,
738,etios liva,2013,5149.25,Petrol,718.0,698.0,678.0,658.0,638.0,618.0,598.0,578.0,558.0,538.0,,,,,
739,etios g,2014,7089.55,Petrol,719.0,699.0,679.0,659.0,639.0,619.0,599.0,579.0,559.0,539.0,,,,,
740,alto 800,2017,4253.73,Petrol,720.0,700.0,680.0,660.0,640.0,620.0,600.0,580.0,560.0,,,,,,
741,ciaz,2015,10223.88,Diesel,721.0,701.0,681.0,661.0,641.0,621.0,601.0,581.0,561.0,,,,,,
742,ciaz,2015,11194.03,Petrol,722.0,702.0,682.0,662.0,642.0,622.0,602.0,582.0,562.0,,,,,,
743,ertiga,2015,9104.48,Petrol,723.0,703.0,683.0,663.0,643.0,623.0,603.0,583.0,563.0,,,,,,
744,dzire,2009,3358.21,Petrol,724.0,704.0,684.0,664.0,644.0,624.0,604.0,584.0,564.0,,,,,,
745,ertiga,2016,11567.16,Diesel,725.0,705.0,685.0,665.0,645.0,625.0,605.0,585.0,565.0,,,,,,
746,ertiga,2015,10820.9,Diesel,726.0,706.0,686.0,666.0,646.0,626.0,606.0,586.0,566.0,,,,,,
747,ertiga,2016,11567.16,Diesel,727.0,707.0,687.0,667.0,647.0,627.0,607.0,587.0,567.0,,,,,,
748,wagon r,2015,4850.75,CNG,728.0,708.0,688.0,668.0,648.0,628.0,608.0,588.0,568.0,,,,,,
749,sx4,2010,3955.22,Petrol,729.0,709.0,689.0,669.0,649.0,629.0,609.0,589.0,569.0,,,,,,
750,baleno,2016,8731.34,Petrol,730.0,710.0,690.0,670.0,650.0,630.0,610.0,590.0,570.0,,,,,,
751,alto k10,2014,3805.97,Petrol,731.0,711.0,691.0,671.0,651.0,631.0,611.0,591.0,571.0,,,,,,
752,sx4,2008,2910.45,Petrol,732.0,712.0,692.0,672.0,652.0,632.0,612.0,592.0,572.0,,,,,,
753,dzire,2014,8208.96,Diesel,733.0,713.0,693.0,673.0,653.0,633.0,613.0,593.0,573.0,,,,,,
754,omni,2012,1865.67,Petrol,734.0,714.0,694.0,674.0,654.0,634.0,614.0,594.0,574.0,,,,,,
755,ciaz,2014,11194.03,Petrol,735.0,715.0,695.0,675.0,655.0,635.0,615.0,595.0,575.0,,,,,,
756,ritz,2013,3955.22,Petrol,736.0,716.0,696.0,676.0,656.0,636.0,616.0,596.0,576.0,,,,,,
757,wagon r,2006,1567.16,Petrol,737.0,717.0,697.0,677.0,657.0,637.0,617.0,597.0,577.0,,,,,,
758,ertiga,2015,8656.72,Petrol,738.0,718.0,698.0,678.0,658.0,638.0,618.0,598.0,578.0,,,,,,
759,ciaz,2017,11567.16,Petrol,739.0,719.0,699.0,679.0,659.0,639.0,619.0,599.0,579.0,,,,,,
760,fortuner,2012,22238.81,Diesel,740.0,720.0,700.0,680.0,660.0,640.0,620.0,600.0,580.0,,,,,,
761,fortuner,2015,34328.36,Diesel,741.0,721.0,701.0,681.0,661.0,641.0,621.0,601.0,581.0,,,,,,
762,innova,2017,26865.67,Diesel,742.0,722.0,702.0,682.0,662.0,642.0,622.0,602.0,582.0,,,,,,
763,fortuner,2013,23880.6,Diesel,743.0,723.0,703.0,683.0,663.0,643.0,623.0,603.0,583.0,,,,,,
764,innova,2005,4104.48,Petrol,744.0,724.0,704.0,684.0,664.0,644.0,624.0,604.0,584.0,,,,,,
765,corolla altis,2009,5373.13,Petrol,745.0,725.0,705.0,685.0,665.0,645.0,625.0,605.0,585.0,,,,,,
766,etios cross,2015,6716.42,Petrol,746.0,726.0,706.0,686.0,666.0,646.0,626.0,606.0,586.0,,,,,,
767,corolla altis,2010,7089.55,Petrol,747.0,727.0,707.0,687.0,667.0,647.0,627.0,607.0,587.0,,,,,,
768,etios g,2014,6119.4,Petrol,748.0,728.0,708.0,688.0,668.0,648.0,628.0,608.0,588.0,,,,,,
769,fortuner,2014,29835.82,Diesel,749.0,729.0,709.0,689.0,669.0,649.0,629.0,609.0,589.0,,,,,,
770,ritz,2012,4626.87,Diesel,750.0,730.0,710.0,690.0,670.0,650.0,630.0,610.0,590.0,,,,,,
771,ritz,2011,3507.46,Petrol,751.0,731.0,711.0,691.0,671.0,651.0,631.0,611.0,591.0,,,,,,
772,swift,2014,7388.06,Diesel,752.0,732.0,712.0,692.0,672.0,652.0,632.0,612.0,592.0,,,,,,
773,ertiga,2014,8955.22,Diesel,753.0,733.0,713.0,693.0,673.0,653.0,633.0,613.0,593.0,,,,,,
774,dzire,2014,8208.96,Diesel,754.0,734.0,714.0,694.0,674.0,654.0,634.0,614.0,594.0,,,,,,
775,sx4,2011,4402.99,CNG,755.0,735.0,715.0,695.0,675.0,655.0,635.0,615.0,595.0,,,,,,
776,dzire,2015,6940.3,Petrol,756.0,736.0,716.0,696.0,676.0,656.0,636.0,616.0,596.0,,,,,,
777,800,2003,522.39,Petrol,757.0,737.0,717.0,697.0,677.0,657.0,637.0,617.0,597.0,,,,,,
778,alto k10,2016,4477.61,Petrol,758.0,738.0,718.0,698.0,678.0,658.0,638.0,618.0,598.0,,,,,,
779,sx4,2003,3358.21,Petrol,759.0,739.0,719.0,699.0,679.0,659.0,639.0,619.0,599.0,,,,,,
780,corolla altis,2013,10373.13,Petrol,760.0,740.0,720.0,700.0,680.0,660.0,640.0,620.0,600.0,,,,,,
781,etios cross,2015,6716.42,Petrol,761.0,741.0,721.0,701.0,681.0,661.0,641.0,621.0,601.0,,,,,,
782,fortuner,2014,27985.07,Diesel,762.0,742.0,722.0,702.0,682.0,662.0,642.0,622.0,602.0,,,,,,
783,fortuner,2015,35074.63,Diesel,763.0,743.0,723.0,703.0,683.0,663.0,643.0,623.0,603.0,,,,,,
784,fortuner,2017,49253.73,Diesel,764.0,744.0,724.0,704.0,684.0,664.0,644.0,624.0,604.0,,,,,,
785,etios liva,2014,7089.55,Diesel,765.0,745.0,725.0,705.0,685.0,665.0,645.0,625.0,605.0,,,,,,
786,innova,2017,29477.61,Petrol,766.0,746.0,726.0,706.0,686.0,666.0,646.0,626.0,606.0,,,,,,
787,fortuner,2010,13805.97,Diesel,767.0,747.0,727.0,707.0,687.0,667.0,647.0,627.0,607.0,,,,,,
788,corolla altis,2011,6492.54,Petrol,768.0,748.0,728.0,708.0,688.0,668.0,648.0,628.0,608.0,,,,,,
789,corolla altis,2016,21268.66,Petrol,769.0,749.0,729.0,709.0,689.0,669.0,649.0,629.0,609.0,,,,,,
790,etios liva,2014,5895.52,Diesel,770.0,750.0,730.0,710.0,690.0,670.0,650.0,630.0,610.0,,,,,,
791,corolla altis,2011,6716.42,Diesel,771.0,751.0,731.0,711.0,691.0,671.0,651.0,631.0,611.0,,,,,,
792,corolla altis,2013,11119.4,Petrol,772.0,752.0,732.0,712.0,692.0,672.0,652.0,632.0,612.0,,,,,,
793,etios liva,2011,3955.22,Petrol,773.0,753.0,733.0,713.0,693.0,673.0,653.0,633.0,613.0,,,,,,
794,etios cross,2014,7313.43,Diesel,774.0,754.0,734.0,714.0,694.0,674.0,654.0,634.0,614.0,,,,,,
795,etios g,2015,5895.52,Petrol,775.0,755.0,735.0,715.0,695.0,675.0,655.0,635.0,615.0,,,,,,
796,corolla altis,2013,8208.96,Petrol,776.0,756.0,736.0,716.0,696.0,676.0,656.0,636.0,616.0,,,,,,
797,corolla,2004,2238.81,Petrol,777.0,757.0,737.0,717.0,697.0,677.0,657.0,637.0,617.0,,,,,,
798,corolla altis,2010,7835.82,Petrol,778.0,758.0,738.0,718.0,698.0,678.0,658.0,638.0,618.0,,,,,,
799,fortuner,2012,21641.79,Diesel,779.0,759.0,739.0,719.0,699.0,679.0,659.0,639.0,619.0,,,,,,
800,corolla altis,2016,21985.07,Diesel,780.0,760.0,740.0,720.0,700.0,680.0,660.0,640.0,620.0,,,,,,
801,etios gd,2015,7089.55,Diesel,781.0,761.0,741.0,721.0,701.0,681.0,661.0,641.0,621.0,,,,,,
802,innova,2017,34328.36,Diesel,782.0,762.0,742.0,722.0,702.0,682.0,662.0,642.0,622.0,,,,,,
803,innova,2015,18656.72,Diesel,783.0,763.0,743.0,723.0,703.0,683.0,663.0,643.0,623.0,,,,,,
804,innova,2005,5208.96,Diesel,784.0,764.0,744.0,724.0,704.0,684.0,664.0,644.0,624.0,,,,,,
805,camry,2006,3731.34,Petrol,785.0,765.0,745.0,725.0,705.0,685.0,665.0,645.0,625.0,,,,,,
806,land cruiser,2010,52238.81,Diesel,786.0,766.0,746.0,726.0,706.0,686.0,666.0,646.0,626.0,,,,,,
807,corolla altis,2012,8805.97,Petrol,787.0,767.0,747.0,727.0,707.0,687.0,667.0,647.0,627.0,,,,,,
808,etios liva,2013,5149.25,Petrol,788.0,768.0,748.0,728.0,708.0,688.0,668.0,648.0,628.0,,,,,,
809,etios g,2014,7089.55,Petrol,789.0,769.0,749.0,729.0,709.0,689.0,669.0,649.0,629.0,,,,,,
810,alto 800,2017,4253.73,Petrol,790.0,770.0,750.0,730.0,710.0,690.0,670.0,650.0,,,,,,,
811,ciaz,2015,10223.88,Diesel,791.0,771.0,751.0,731.0,711.0,691.0,671.0,651.0,,,,,,,
812,ciaz,2015,11194.03,Petrol,792.0,772.0,752.0,732.0,712.0,692.0,672.0,652.0,,,,,,,
813,ertiga,2015,9104.48,Petrol,793.0,773.0,753.0,733.0,713.0,693.0,673.0,653.0,,,,,,,
814,dzire,2009,3358.21,Petrol,794.0,774.0,754.0,734.0,714.0,694.0,674.0,654.0,,,,,,,
815,ertiga,2016,11567.16,Diesel,795.0,775.0,755.0,735.0,715.0,695.0,675.0,655.0,,,,,,,
816,ertiga,2015,10820.9,Diesel,796.0,776.0,756.0,736.0,716.0,696.0,676.0,656.0,,,,,,,
817,ertiga,2016,11567.16,Diesel,797.0,777.0,757.0,737.0,717.0,697.0,677.0,657.0,,,,,,,
818,wagon r,2015,4850.75,CNG,798.0,778.0,758.0,738.0,718.0,698.0,678.0,658.0,,,,,,,
819,sx4,2010,3955.22,Petrol,799.0,779.0,759.0,739.0,719.0,699.0,679.0,659.0,,,,,,,
820,baleno,2016,8731.34,Petrol,800.0,780.0,760.0,740.0,720.0,700.0,680.0,660.0,,,,,,,
821,alto k10,2014,3805.97,Petrol,801.0,781.0,761.0,741.0,721.0,701.0,681.0,661.0,,,,,,,
822,sx4,2008,2910.45,Petrol,802.0,782.0,762.0,742.0,722.0,702.0,682.0,662.0,,,,,,,
823,dzire,2014,8208.96,Diesel,803.0,783.0,763.0,743.0,723.0,703.0,683.0,663.0,,,,,,,
824,omni,2012,1865.67,Petrol,804.0,784.0,764.0,744.0,724.0,704.0,684.0,664.0,,,,,,,
825,ciaz,2014,11194.03,Petrol,805.0,785.0,765.0,745.0,725.0,705.0,685.0,665.0,,,,,,,
826,ritz,2013,3955.22,Petrol,806.0,786.0,766.0,746.0,726.0,706.0,686.0,666.0,,,,,,,
827,wagon r,2006,1567.16,Petrol,807.0,787.0,767.0,747.0,727.0,707.0,687.0,667.0,,,,,,,
828,ertiga,2015,8656.72,Petrol,808.0,788.0,768.0,748.0,728.0,708.0,688.0,668.0,,,,,,,
829,ciaz,2017,11567.16,Petrol,809.0,789.0,769.0,749.0,729.0,709.0,689.0,669.0,,,,,,,
830,fortuner,2012,22238.81,Diesel,810.0,790.0,770.0,750.0,730.0,710.0,690.0,670.0,,,,,,,
